Ticker,Score,Weight (%),Reason
TXN,0.8,6.3,"Consensus from 4 agents: BenjaminGraham, JoelGreenblatt, EdwardAltman, WarrenBuffett"
REGN,0.6,5.0,"Consensus from 3 agents: BenjaminGraham, JoelGreenblatt, EdwardAltman"
MU,0.4,3.7,"Consensus from 2 agents: BenjaminGraham, JoelGreenblatt"
NVDA,0.4,3.7,"Consensus from 2 agents: BenjaminGraham, WarrenBuffett"
NXPI,0.4,3.7,"Consensus from 2 agents: BenjaminGraham, JoelGreenblatt"
META,0.4,3.7,"Consensus from 2 agents: JoelGreenblatt, WarrenBuffett"
QCOM,0.4,3.7,"Consensus from 2 agents: BenjaminGraham, JoelGreenblatt"
AMAT,0.4,3.7,"Consensus from 2 agents: JoelGreenblatt, EdwardAltman"
KLAC,0.4,3.7,"Consensus from 2 agents: BenjaminGraham, JoelGreenblatt"
AVGO,0.4,3.7,"Consensus from 2 agents: JosephPiotroski, WarrenBuffett"
MSFT,0.4,3.7,"Consensus from 2 agents: BenjaminGraham, WarrenBuffett"
VRTX,0.4,3.7,"Consensus from 2 agents: EdwardAltman, WarrenBuffett"
LRCX,0.4,3.7,"Consensus from 2 agents: JoelGreenblatt, EdwardAltman"
CTSH,0.2,2.3,Consensus from 1 agents: JosephPiotroski
GOOGL,0.2,2.3,Consensus from 1 agents: WarrenBuffett
PCAR,0.2,2.3,Consensus from 1 agents: JoelGreenblatt
GILD,0.2,2.3,Consensus from 1 agents: JosephPiotroski
ORLY,0.2,2.3,Consensus from 1 agents: WarrenBuffett
ADSK,0.2,2.3,Consensus from 1 agents: JosephPiotroski
MNST,0.2,2.3,Consensus from 1 agents: EdwardAltman
ROST,0.2,2.3,Consensus from 1 agents: JosephPiotroski
CDW,0.2,2.3,Consensus from 1 agents: JosephPiotroski
ADBE,0.2,2.3,Consensus from 1 agents: BenjaminGraham
MCHP,0.2,2.3,Consensus from 1 agents: JosephPiotroski
FAST,0.2,2.3,Consensus from 1 agents: EdwardAltman
CSGP,0.2,2.3,Consensus from 1 agents: EdwardAltman
ODFL,0.2,2.3,Consensus from 1 agents: EdwardAltman
ADI,0.2,2.3,Consensus from 1 agents: JosephPiotroski
COST,0.2,2.3,Consensus from 1 agents: JosephPiotroski
AMD,0.2,2.3,Consensus from 1 agents: BenjaminGraham
AAPL,0.2,2.3,Consensus from 1 agents: WarrenBuffett
SNPS,0.2,2.3,Consensus from 1 agents: WarrenBuffett
EA,0.2,2.3,Consensus from 1 agents: JosephPiotroski
CPRT,0.2,2.3,Consensus from 1 agents: EdwardAltman
