Ticker,Score,Weight (%),Reason
NVDA,0.8,6.4,"Consensus from 4 agents: BenjaminGraham, JosephPiotroski, EdwardAltman, WarrenBuffett"
META,0.6,5.0,"Consensus from 3 agents: BenjaminGraham, JosephPiotroski, WarrenBuffett"
FAST,0.6,5.0,"Consensus from 3 agents: BenjaminGraham, EdwardAltman, WarrenBuffett"
GOOGL,0.4,3.7,"Consensus from 2 agents: BenjaminGraham, WarrenBuffett"
REGN,0.4,3.7,"Consensus from 2 agents: BenjaminGraham, EdwardAltman"
MNST,0.4,3.7,"Consensus from 2 agents: BenjaminGraham, EdwardAltman"
LULU,0.4,3.7,"Consensus from 2 agents: JosephPiotroski, WarrenBuffett"
AMAT,0.4,3.7,"Consensus from 2 agents: JosephPiotroski, EdwardAltman"
TXN,0.4,3.7,"Consensus from 2 agents: BenjaminGraham, EdwardAltman"
CTAS,0.4,3.7,"Consensus from 2 agents: JosephPiotroski, JoelGreenblatt"
AAPL,0.4,3.7,"Consensus from 2 agents: JosephPiotroski, WarrenBuffett"
ADP,0.4,3.7,"Consensus from 2 agents: JosephPiotroski, WarrenBuffett"
MSFT,0.4,3.7,"Consensus from 2 agents: BenjaminGraham, WarrenBuffett"
PCAR,0.2,2.3,Consensus from 1 agents: JoelGreenblatt
GILD,0.2,2.3,Consensus from 1 agents: JoelGreenblatt
KHC,0.2,2.3,Consensus from 1 agents: JoelGreenblatt
CSCO,0.2,2.3,Consensus from 1 agents: JoelGreenblatt
NXPI,0.2,2.3,Consensus from 1 agents: JoelGreenblatt
FANG,0.2,2.3,Consensus from 1 agents: JoelGreenblatt
ROST,0.2,2.3,Consensus from 1 agents: BenjaminGraham
CDW,0.2,2.3,Consensus from 1 agents: JoelGreenblatt
ADBE,0.2,2.3,Consensus from 1 agents: BenjaminGraham
ISRG,0.2,2.3,Consensus from 1 agents: EdwardAltman
KLAC,0.2,2.3,Consensus from 1 agents: WarrenBuffett
KDP,0.2,2.3,Consensus from 1 agents: JosephPiotroski
CSGP,0.2,2.3,Consensus from 1 agents: EdwardAltman
CRWD,0.2,2.3,Consensus from 1 agents: JosephPiotroski
PYPL,0.2,2.3,Consensus from 1 agents: JoelGreenblatt
CMCSA,0.2,2.3,Consensus from 1 agents: JoelGreenblatt
AMD,0.2,2.3,Consensus from 1 agents: JosephPiotroski
MELI,0.2,2.3,Consensus from 1 agents: WarrenBuffett
CPRT,0.2,2.3,Consensus from 1 agents: EdwardAltman
LRCX,0.2,2.3,Consensus from 1 agents: EdwardAltman
